pattern,group,count_0,count_1
"['Okay', 'let']",0,127,87
"['I', 'provide']",1,196,244
"['Resources', '[']",0,223,152
"['\n\n   ', '\n   ']",0,24,2
"[""'re"", 'HOME', '741741', 'Text', 'Crisis', 'Line', 'National', 'understand', '662', 'HELP', '4357', 'SAMHSA', 'Helpline', '800']",0,133,81
"['general', 'constitute', 'does', 'advice', 'professional']",0,34,1
"['danger', '911', 'immediate', 'harm', 'support']",0,41,22
"['MentalHealth.gov', 'https://www.mentalhealth.gov/](https://www.mentalhealth.gov/', '488', '7386', 'LGBTQ', 'Trevor', '866', 'Project', 'youth', '[']",0,38,19
"['Disclaimer', 'Chatbot', 'only', 'AI', 'am', 'I', 'an']",0,47,0
"['sign', 'immediate', 'alone', '866', '488', '7386', 'LGBTQ', 'Trevor', 'Project', 'support']",0,51,29
"['give', 'tailored', 'To', 'tell', 'What', 'advice', 'could', '4']",0,38,15
"['Provide', 'Help', '866', '488', '7386', 'LGBTQ', 'youth', 'Trevor', 'Project', 'find', 'support', 'Text', 'HOME', '741741', 'Crisis', 'Line', 'National', 'resources']",0,46,25
"['informational', 'purposes', 'only']",0,27,11
"['reiterate', 'very', 'clear', 'purpose', 'reach', 'My', 'out', 'Text', 'HOME', '741741', 'Crisis', 'Line', 'understand']",0,80,53
"['Information', 'Further', 'aspect', 'delve', 'deeper', 'into']",0,40,20
