pattern,group,count_0,count_1
"['straighten', 'posture']",1,0,40
"['(', ')']",1,5,44
"['That', 'really']",0,39,1
"['  ', '\n', ':*']",0,35,21
['!'],0,33,0
['strategic'],1,0,30
"['’d', 'Now', 'if']",1,0,33
"['“', '”']",1,35,44
"['AI', 'As']",0,34,11
['here'],1,2,28
"['hint', 'observation', 'pattern', 'detached']",1,0,38
['how'],0,39,12
"['such', 'How']",0,16,0
"['pause', 'A', '…', 'subtle', 'slight', 'shrug', 'almost', 'imperceptible', 'examining', 'ring', 'steep', 'fingers', 'prolonged', 'tightening', 'lips', 'remarkably']",1,0,44
['pattern'],1,5,44
['Would'],0,29,5
