pattern,group,count_0,count_1
"['fights', 'Gaston']",1,0,450
"[':*', '\n']",0,426,6
"['No', '…']",1,0,434
"[""'s"", '  ']",0,404,1
"['n’t', 'man']",1,0,375
"['This', 'Important']",0,322,0
"['mental', 'health']",0,169,1
"['my', 'And']",1,0,301
"['):', 'Resources']",0,261,0
"['n’t', '’re']",1,16,346
"['Crisis', 'Text', 'HOME', '741741', 'Line']",0,174,0
"['Now', 'But']",1,0,343
"['\n\n\n', ""'s""]",0,303,0
"['wolves', 'bears']",1,0,111
['specific'],0,310,6
['one'],1,160,450
"['Lifeline', '988', 'Suicide', 'Prevention']",0,107,0
"['…', '’ve']",1,0,288
['strength'],1,38,344
['['],0,264,0
"['deer', 'track']",1,0,108
['\n    '],0,257,0
"['The', ':']",0,403,42
['frankly'],1,5,273
"['Mental', 'Health', 'Substance', 'Administration', 'Services', 'Abuse']",0,149,0
"['https://www.samhsa.gov/find-help/national-helpline', 'https://www.thetrevorproject.org/']",0,73,0
"['Project', 'youth', 'Trevor', 'LGBTQ', '488', '7386', '866']",0,145,0
"['anxiety', 'depression']",0,79,0
['Honestly'],1,2,245
"['therapist', 'underlying']",0,91,0
['his'],1,55,340
"['now', 'Well']",1,1,118
"['He', 'pauses']",1,0,120
['’s'],1,221,449
"['glint', 'eye']",1,0,67
"['incredibly', 'difficult']",0,136,0
"['Trauma', 'trauma']",0,69,0
"['Behavioral', 'CBT', 'Cognitive', 'Therapy']",0,56,0
"['Professional', 'Help']",0,82,0
['often'],0,260,18
"['medication', 'psychiatrist']",0,54,0
"['&', ':']",0,194,0
"['""', 'Okay']",0,138,0
"['will', 'guidance']",0,140,1
"['MentalHealth.gov', 'https://www.mentalhealth.gov/']",0,49,0
['-'],0,416,169
['hunter'],1,0,198
['into'],0,324,65
"['NAMI', 'Illness', 'Alliance']",0,44,0
"['e.g.', '1']",0,183,0
['or'],0,399,154
"['AI', 'Chatbot', 'am', 'Disclaimer', 'an']",0,188,0
"['Dialectical', 'DBT', 'Behavior']",0,44,0
"['feeling', 'emotions']",0,92,4
"['Legal', 'legal']",0,68,0
"['my', 'stature']",1,0,134
"['force', 'brute']",1,1,74
"['coping', 'mechanisms', 'develop']",0,82,0
"['Safety', 'safety']",0,71,0
"['States', 'United']",0,41,1
"['address', 'harmful']",0,100,0
['perfectly'],1,8,195
['crucial'],0,247,33
['How'],0,178,4
"['your', 'Your']",0,174,7
"['decisive', 'swift']",1,1,62
"['smirk', 'lips', 'playing', 'slight']",1,0,55
"['suggests', 'fact']",0,59,0
['any'],0,266,50
"['Resources', 'Further']",0,109,0
"['anger', 'Anger']",0,46,0
['dramatically'],1,17,203
['That'],1,19,207
['including'],0,151,0
"['bicep', 'Pauses']",1,0,128
"['Thoughts', 'intrusive']",0,43,0
['asking'],1,77,292
['These'],0,196,17
"['Term', 'Long']",0,32,0
['course'],1,13,183
"['why', 'Why']",0,112,4
[' \n\n'],1,2,148
['’m'],1,7,164
"['Drug', 'alcohol']",0,34,0
['hunt'],1,2,144
['waste'],1,6,156
['other'],0,212,31
['issues'],0,137,1
"['listed', 'above']",0,51,0
"['brow', 'creasing', 'frown']",1,0,27
['worthy'],1,1,134
"['disturbing', 'violence']",0,65,0
['magnificent'],1,0,127
['from'],0,288,89
"['https://988lifeline.org/', 'https://www.crisistextline.org/']",0,28,0
"['causes', 'root']",0,45,0
['I'],1,293,440
['Can'],0,122,0
['myself'],1,0,122
"['tunic', 'Straightens']",1,0,41
['true'],1,22,183
['like'],1,329,450
['can'],0,371,179
['potentially'],0,125,1
"['Psychology', 'Today', 'Therapist', 'Finder']",0,77,0
['want'],0,323,126
"['heard', 'whispers']",1,0,36
"['information', 'general', 'professional', 'advice', 'only']",0,146,0
['but'],0,266,79
['A'],1,280,431
['as'],0,298,107
['deeply'],0,118,1
"['799', 'SAFE', '7233', 'Domestic', 'Hotline', 'Violence']",0,27,0
['significant'],0,122,2
"['privacy', 'Privacy']",0,22,0
['beneath'],1,4,129
"['leans', 'conspiratorially']",1,0,28
"['However', 'recognize']",0,96,0
['Considerations'],0,111,0
['etc'],0,106,0
"['request', 'fulfill']",0,32,0
['rather'],1,35,191
['Information'],0,102,0
['serious'],0,140,12
['more'],0,331,154
"['feel', 'overwhelmed']",0,59,0
"['diagnose', 'prescribe', 'needed']",0,31,0
['hunting'],1,1,103
"['Use', 'use']",0,76,1
['related'],0,96,0
['/'],0,96,0
"['search', 'therapists', 'Allows']",0,19,0
"[':', 'clear']",0,191,110
"['Provides', 'Offers']",0,35,0
"['lead', 'contribute']",0,55,1
['certainly'],1,7,120
['’d'],1,5,114
['by'],0,271,101
"['historical', 'Historical']",0,32,0
['impact'],0,144,17
"['Then', 'First']",1,1,47
['may'],0,92,0
['spent'],1,11,128
"['tunic', 'straightens']",1,0,21
"['Laws', 'laws']",0,26,0
"['jacket', 'adjusting', 'Scoffs']",1,0,29
['In'],0,108,5
['process'],0,127,12
['say'],1,29,162
['concerns'],0,107,5
"['focus', 'getting']",0,50,0
['might'],0,177,38
"['immense', 'absolutely']",0,46,0
['area'],0,95,2
"['constitute', 'only', 'qualified', 'essential']",0,66,0
['5'],0,113,8
"['insulting', 'almost']",1,0,35
['truly'],1,22,145
['Would'],0,94,2
['pedestrian'],1,0,85
['Be'],0,101,4
['options'],0,93,2
['on'],0,421,293
['good'],1,86,241
"['Engage', 'activities']",0,35,0
"['aspect', 'delve', 'deeper', 'such']",0,136,0
['been'],0,165,35
"['He', 'he']",1,30,95
['experiences'],0,80,0
"['Journaling', 'Writing']",0,17,0
['\n\n\n\n'],0,79,0
"['prejudice', 'discrimination']",0,25,0
['Note'],0,83,1
['consult'],0,78,0
['well'],1,139,294
"['traumatic', 'disorder', 'PTSD', 'post', 'stress']",0,22,0
['boar'],1,0,77
"['feelings', 'Talking']",0,55,0
"['face', 'flicker']",1,0,45
"['flicker', 'eyes']",1,0,27
"['across', 'grin', 'face']",1,0,27
['access'],0,81,1
['who'],1,165,318
"['Human', 'Rights']",0,24,0
"['seek', 'provided', 'above']",0,51,0
"['Take', 'Steps']",0,30,0
['messy'],1,6,95
['While'],0,73,0
['Many'],0,73,0
['long'],0,135,24
"['still', 'while']",0,37,0
['subtly'],1,6,94
"[""'ve""]",0,77,1
"['informational', 'purposes', 'knowledge', 'constitute']",0,41,0
"['was', 'were']",0,65,25
['woman'],1,13,111
['through'],0,217,79
"[""n't""]",0,359,218
"['teacher', 'religious', 'leader']",0,23,0
['how'],0,279,133
['Even'],0,70,0
"['honing', 'skills']",1,0,32
['considered'],0,74,1
"['exercise', 'spending']",0,20,1
['role'],0,84,4
['step'],0,84,4
['instructions'],0,77,2
['beasts'],1,1,73
['many'],0,95,8
['weakness'],1,22,126
['break'],0,107,13
['!'],1,125,267
['factors'],0,67,0
"['insist', 'since']",1,0,28
"['crosses', 'masked', 'quickly']",1,0,16
"['crime', 'penalties']",0,22,0
['ways'],0,114,17
['Lack'],0,71,1
['Really'],1,8,93
['also'],0,87,6
"['right', 'now', 'will']",0,72,5
['far'],1,29,136
"['Jed', 'Foundation', 'https://www.jedfoundation.org/']",0,14,0
"['tracking', 'game']",1,2,38
"['significantly', 'Conditions', 'anxiety']",0,49,0
"['""', 'based']",0,86,0
['this'],0,357,223
['used'],0,122,22
['Focus'],0,101,12
"['social', 'Social']",0,29,1
['huge'],0,64,0
['ethical'],0,64,0
['emotional'],0,76,3
['focusing'],0,76,3
"['abuse', 'neglect']",0,19,0
['being'],0,199,73
['behavior'],0,67,1
['find'],0,169,52
['Specific'],0,62,0
['skill'],1,21,117
['are'],0,378,254
['---'],0,61,0
['Feeling'],0,61,0
"['bipolar', 'disorder']",0,21,0
"['prevention', 'suicide', 'intervention']",0,17,0
['relevant'],0,64,1
['currently'],0,64,1
['here'],0,108,18
['simply'],1,72,193
['pathetic'],1,0,59
"['Evidence', 'evidence']",0,16,0
['Research'],0,63,1
['without'],0,129,30
['contributing'],0,58,0
"['chest', 'puffs', 'out']",1,0,62
['which'],0,91,11
['Key'],0,62,1
['strong'],1,50,160
"['clarity', 'categorized']",0,17,0
