pattern,group,count_0,count_1
"['(', ')']",0,125,69
"['Mary', 'Sibley']",1,0,58
"['“', '”']",1,24,42
"['2', '3', '1', '4']",0,44,24
"['she', 'her']",1,11,36
"['’ve', 'I']",1,9,82
"['truth', 'silence']",1,16,101
"['my', 'I']",1,16,74
"['And', 'Ah']",1,6,69
"['\n\n', '---']",0,54,17
"['witch', 'spell']",1,1,33
['secrets'],1,4,84
['shadows'],1,12,102
"['beneath', 'surface']",1,7,42
['dark'],1,24,107
['power'],1,39,121
['seen'],1,23,97
['hidden'],1,20,89
"['They', 'was', 'they']",1,14,40
"['once', 'who', 'And']",1,10,57
"['the', 'of']",1,222,240
"['hands', 'eyes']",1,10,30
"['Certainly', 'Below']",0,13,1
"['thick', 'air']",1,6,19
"['6', '):']",0,21,7
"['✅', 'Final', '→']",0,25,0
"['you', 'You', 'do', 'what']",1,12,29
['whisper'],1,19,75
['whispered'],1,2,39
"[""'s""]",0,77,21
"['But', '…', 'And']",1,13,28
"['So', 'But', '?', 'if']",1,11,34
"['old', 'wind', 'child']",1,8,25
['fire'],1,17,66
"['me', 'tell', 'you', 'ask']",1,0,25
['know'],1,30,84
"['\n', '#', '=']",0,14,1
"['values', 'education']",0,14,0
