pattern,group,count_0,count_1
"['Additional', 'Awaiting']",0,445,0
"['    ', 'Category']",0,440,0
"['Customized', 'Custom']",1,3,377
"['refined', 'As']",1,0,348
"['You', 'Parting']",1,0,370
"['4', 'Guidance']",0,435,11
"['Personalized', 'To']",0,327,1
"['Example', '             ']",0,372,0
"['please', 'respond']",0,338,9
"['haute', 'couture']",1,0,149
"['various', 'authors']",0,197,0
"['In', 'Depth']",0,220,12
"['   ', 'more']",0,338,0
"['more', '  ']",0,330,0
"['            ', 'Personalization']",0,244,0
"['                   ', 'Resources']",0,320,0
"['Example', 'Book']",0,351,5
"['at', 'time']",1,7,218
"['Note', 'Tip']",1,0,199
"['query', 'as']",1,4,304
"['provide', 'I']",1,117,405
"['\n  ', '                     ']",0,304,0
"['\n  ', '         ']",0,287,0
"['into', 'Insights']",0,276,5
"['can', 'you']",1,63,422
"['I.', 'III', 'II']",1,0,98
"['                       ', 'Resources']",0,261,0
"['1', '2']",0,448,335
"['\n  ', '           ']",0,252,0
"['$', 'Budget']",0,108,0
['     '],0,252,0
['elegant'],1,0,239
"['question', '!']",0,219,1
"['akin', '—', 'it']",1,0,204
"['but', 'Please']",1,57,376
"['East', 'Upper', 'Side']",1,0,66
"['Question', '                ']",0,207,0
['3'],0,447,228
"['                    ', 'more']",0,202,0
"['morally', 'reprehensible']",1,22,48
"['Suggestion', 'Invest']",1,0,143
"['\n  ', '                                   ']",0,199,0
['                                     '],0,200,0
['Analysis'],0,323,66
"['Tailored', 'personalized']",1,0,78
"['W.', 'Lloyd', 'Resources', 'David']",0,395,0
['|-----------------------|---------------------------------------------------------|-------------------------------------------------------------|'],0,191,0
['yet'],1,7,215
['                      '],0,187,0
['The'],0,436,224
['one'],0,445,249
"['insight', 'Enlightened']",1,0,65
['        '],0,178,0
['by'],0,448,265
"['Refined', 'refined']",1,0,151
"['tone', 'serious']",1,0,61
['Advice'],1,89,318
"['Yes', 'No']",0,89,0
['                           '],0,153,0
['                                 '],0,152,0
"['Resources', '1']",0,449,70
"['deeper', 'dive']",0,41,0
['                 '],0,143,0
"['#', 'Response']",0,449,310
['Handbook'],0,139,0
['Attend'],1,3,152
['Host'],1,0,133
['Elegant'],1,0,131
['e.g.'],0,409,224
['       '],0,126,0
['Detailed'],0,288,89
"['Step', 'Guide']",0,101,10
['pauses'],1,0,124
"['whimsical', 'Whimsical']",1,2,30
['&'],1,52,233
['List'],0,143,7
"['raises', 'eyebrow', 'an']",1,0,78
"['taken', 'aback']",1,0,20
['or'],0,450,335
"['respect', 'respectful']",1,9,85
['intrigued'],1,0,114
['more'],0,444,123
['Here'],0,115,1
"['well', 'being']",1,31,73
['Strategies'],0,198,40
"['Format', '|--------------------|---------------------------------------------------------|', 'Hypothetical', '):']",0,438,0
"['prioritize', 'Always']",1,1,39
['\n  '],0,440,125
['sophisticated'],1,0,99
"[':', 'for', 'and']",0,449,414
['\n    '],0,124,8
['question'],0,367,144
['fashion'],1,0,92
"['sparks', 'curiosity']",0,27,0
"['faux', 'pas']",1,0,14
"['Guidance', '|']",0,446,90
['refinement'],1,0,89
"['imply', 'seems']",0,28,0
['true'],1,2,96
"['discourse', 'informed']",1,0,34
['Wisdom'],1,1,91
"['holistic', 'Body', 'Balance']",0,22,0
"['5', '4']",0,135,13
"['?', 'else', 'information']",1,2,28
['               '],0,82,0
"['expresses', 'concern']",1,0,27
['sophistication'],1,0,80
['                            '],0,79,0
"['stark', 'reminder']",1,0,22
['high'],1,9,109
['Enthusiasts'],0,76,0
['luxury'],1,0,76
['on'],0,448,366
['its'],1,29,146
['                               '],0,74,0
['|-----------------------|---------------------------------------------------------|----------------------------------------------------------------|'],0,72,0
['through'],1,22,130
['                        '],0,71,0
"['Select', 'above']",0,22,0
"[':', 'Question']",0,447,67
"[""'ll"", 'blending', 'as']",1,0,152
"['widely', 'recognized']",0,16,1
['pursuit'],1,1,73
['Description'],0,169,47
"['NOT', 'DO']",1,1,14
"['quite', 'frankly']",1,0,10
"['someone', 'know']",1,9,28
['/'],0,447,120
"['Illness', 'NAMI', 'Alliance', 'Mental', 'National', 'support']",0,27,1
"['Website', 'Official']",0,27,4
['insights'],0,187,65
"['Nutritional', 'Highlights']",0,24,0
['remember'],1,0,61
"['context', 'Context']",0,64,19
['is'],1,273,391
"['only', 'also', 'but']",1,20,62
"['receive', 'Questions', 'tailored']",0,138,0
"['the', 'of', '\n\n', '\n', '*', '-']",0,448,417
"['-', 'Your']",0,449,393
"['Explanation', 'Scientific']",0,47,7
['different'],0,106,17
['Tips'],0,125,27
['all'],1,34,137
['Luxury'],1,2,66
"['Creative', 'Writing']",0,20,7
"['Inclusive', 'inclusive']",1,4,16
"['Whimsy', 'Themed']",1,0,17
['Discussing'],1,2,64
"['Interpretations', 'Interpretation']",0,21,2
"['Yourself', 'Educate']",1,1,22
['society'],1,5,73
['specific'],0,121,29
"['#', '""', '|', 'Inquiry']",0,444,395
"['I', 'must', '""']",1,81,158
['experience'],1,10,83
['understanding'],1,18,100
"['Party', 'Dinner']",1,0,27
['delves'],0,52,0
['\n   '],1,161,285
"['Family', 'Friends']",0,22,5
"['responsible', 'assistant', 'As']",1,0,44
"['elegance', 'connoisseur', 'As']",1,0,289
['Concern'],1,13,86
"['Humorous', 'humor']",1,5,19
"['Cost', 'Estimated', '$']",0,53,0
['smirks'],1,0,49
"['charity', 'gala']",1,0,16
"['of', 'in']",1,340,420
['Art'],0,103,22
"['Beginner', 'Intermediate']",0,9,0
"['Query', 'query']",1,5,82
"['handbag', 'counterfeit']",1,0,15
"['Empathy', 'empathy']",1,2,26
['discuss'],0,88,15
"['Friend', 'Family', 'Member']",0,15,1
"['lies', 'elegance']",1,0,91
['With'],1,9,74
['Association'],0,51,1
"['experiencing', 'distress']",0,20,0
"['stance', 'firm', 'respond', 'disappointment']",1,0,14
['|-----------------------|---------------------------------------------------------|'],0,44,0
['Techniques'],0,97,22
['ensuring'],1,4,57
"['Tongue', 'Cheek']",1,0,9
"['strategic', 'Strategy', 'strategy']",1,6,21
['beauty'],1,1,47
"['inquiring', 'about']",1,7,60
['|-----------------------|---------------------------------------------------------|-----------------------------|'],0,42,0
['Exclusive'],1,0,42
"[""'ve"", 'posed']",1,0,10
['our'],1,4,56
"['à', 'la', ':*', 'Elegance', 'Blair', 'Waldorf']",1,0,405
['Foster'],1,5,58
['crucial'],1,1,45
"['expression', 'turns', 'hint', 'serious', 'you']",1,0,83
"['Desired', 'elegance', 'Custom']",1,0,141
['focus'],1,9,66
"['implies', 'which']",0,28,5
"['utterly', 'elegance']",1,0,40
"['Laws', 'Legal']",0,31,5
['runway'],1,0,39
['gravity'],1,0,39
['Action'],0,110,34
['gown'],1,0,38
['if'],0,163,72
"['Best', 'Practices']",0,21,0
"['SEEK', 'IMMEDIATE', 'Help']",1,1,11
"['                                                ', 'example', 'Question', 'based', 'Example']",0,430,0
"['professional', 'seek']",1,11,34
"['Publicly', 'publicly']",0,13,2
"['past', 'learn', 'history']",1,0,15
['dignity'],1,12,69
"['task', 'process']",1,1,21
"['conflicts', 'resolve', 'Conflict', 'Seek']",1,0,14
['world'],1,26,94
"['Preferences', 'Questions', 'Personalization']",0,119,0
"['(', ')', 'for']",0,450,391
"['harm', 'towards', 'any', 'individual']",1,6,20
"['Surround', 'Influences', 'Yourself', 'Nurture', 'Positive']",1,0,9
['your'],1,173,273
"['Initiatives', 'Contribute', 'Support']",1,0,40
"['+', '\n\t']",1,0,9
"['Reduces', 'Improves']",0,9,0
"['Ah', 'darling', 'Blair', 'Waldorf', '’s', '---', '|']",1,0,403
"['FOR', 'ANY']",1,0,10
['life'],1,42,117
"['emergency', 'services']",1,2,19
['notion'],1,3,45
['Process'],0,70,14
['such'],1,13,68
"['7233', '799', 'Domestic', 'Violence', 'Hotline', '800', 'Immediate', 'National']",1,2,12
['elegantly'],1,0,34
['vintage'],1,0,34
['every'],1,0,34
['designer'],1,0,34
['just'],1,4,47
['show'],1,6,52
['appreciate'],1,2,41
"['Saturated', 'Fat', 'Low']",0,7,0
['bespoke'],1,0,33
['environment'],1,1,37
"['reflecting', 'reminder', 'Aspect']",1,0,20
['requiring'],1,3,43
"['regardless', 'diversity', 'based']",1,0,13
['                          '],0,32,0
['                                         '],0,32,0
['flawless'],1,0,32
['luxurious'],1,0,32
"['                                            ', '                             ', 'Relevant', ']', 'Details', '[', 'Other', 'Information', 'Topic', '...', 'Output', '      ', '                         ', 'Expected']",0,446,0
"['surprise', 'mix']",1,0,14
['those'],1,3,42
"['hear', ""'re"", 'you', 'sorry', ""'m"", 'I']",0,49,0
"['PLEASE', 'PROFESSIONAL', 'HELP']",1,0,10
['Prioritize'],1,5,47
['Ensure'],1,52,126
"['decline', 'afraid', ""'m""]",1,0,9
['due'],0,100,35
['touch'],1,1,34
"['Non', 'non']",0,48,20
['acknowledging'],1,0,30
['undo'],1,0,30
['Effective'],0,52,8
"['Call', 'Trusted', 'seek', 'If']",0,16,1
['Location'],0,88,28
['here'],0,62,13
['Ideas'],0,56,10
"['Lifeline', 'thoughts', 'Suicide', 'Prevention', '273', 'TALK', 'National', '800', 'harm']",1,3,19
"['Dive', 'Respond', 'Specify', 'Deep', '/', 'information', '                                             ', '|-------------------|---------------------------------------------------------|----------------------------------------------------------------|', 'Request', 'following']",0,444,0
['IV'],1,1,33
['Message'],1,1,33
['unexpected'],1,1,33
['crafted'],1,0,29
['far'],1,0,29
['Explore'],1,7,49
"['offer', 'Instead']",0,29,11
"['Provided', 'Above', '---']",1,0,293
"['should', 'be']",1,3,34
"['20', '10']",0,12,1
['Practical'],0,59,12
['response'],1,82,160
['Need'],1,6,46
"['Reflection', 'somber', 'Visit', 'Historical', 'historical']",1,1,17
"['ca', 'n’t', 'You', '’s', 'Blair', 'Waldorf', ':*']",1,0,389
"['activities', 'harmful', 'guidance', 'information', 'including']",1,8,25
"['Reach', 'Emergency', 'Services', 'Immediate', 'Support', 'help', 'Help', 'National']",0,16,2
"['out', 'reach', '800', '273', 'TALK', 'help', 'National']",1,5,17
"['darling', 'tailored', 'Please']",1,0,275
"['plan', 'Plan', 'Example']",0,56,15
"['respectful', 'Respectful']",1,13,47
