pattern,group,count_0,count_1
"['like', 'Gaston']",1,0,248
"['one', '!']",1,9,224
"['?', 'you']",1,5,202
"[')', '(']",0,83,54
"['fights', 'no']",1,0,149
"['No', 'me']",1,1,170
"['a', ',']",1,90,255
"['1', '2']",0,65,38
"[""'s"", 'it']",1,46,184
"['the', '\n\n']",1,123,221
['I'],1,40,230
['my'],1,12,184
"['one', 'Hmph']",1,0,117
"['A', 'man']",1,4,135
"['matters', 'attend', 'important']",1,0,43
"['Hah', ""'s""]",1,0,109
['And'],1,3,134
"['=', '+']",0,36,9
['say'],1,10,149
"['\n', ':']",0,99,34
['see'],1,3,116
"[']', '[']",0,19,3
"['{', '}']",0,18,0
"['such', 'trivialities']",1,0,31
"['ladies', 'charming']",1,0,20
['.'],1,183,286
"[""n't""]",1,29,144
['that'],1,65,192
"['Returns', 'Args']",0,14,0
"['3', '4', '5']",0,29,10
['It'],1,24,123
['have'],1,27,127
"[':*', '  ']",0,38,7
['simple'],1,5,81
['just'],1,11,94
['magnificent'],1,0,61
"[""'ve"", 'got']",1,0,25
['Well'],1,0,60
"['some', 'if']",1,4,77
"['more', 'Perhaps']",1,0,33
['to'],1,114,222
['village'],1,0,56
['suppose'],1,0,55
"['To', 'we']",0,25,0
['So'],1,16,94
"['task', 'intellect']",1,0,26
['Though'],1,0,52
['good'],1,7,74
['*'],1,140,238
"['of', 'and', ',']",1,76,204
['little'],1,1,55
['as'],1,50,141
['either'],1,4,62
"['they', ""'re""]",1,1,34
['for'],1,74,169
['course'],1,0,47
"['Let', ""'s""]",1,37,72
"[""'d""]",1,4,58
"['Here', ""'s""]",0,43,1
['do'],1,11,74
['quite'],1,3,54
['what'],1,13,77
"['nose', 'face', 'plain', 'on']",1,0,24
"['smirk', 'lips', 'playing']",1,0,10
"['if', 'then']",1,19,58
['well'],1,6,60
['Belle'],1,0,41
"['insist', 'on', 'if']",1,0,41
['admiring'],1,0,40
['who'],1,5,56
['Like'],1,0,39
"[""'m""]",1,6,57
['stature'],1,0,38
"['6', '7']",0,17,4
['things'],1,4,51
"['`', 'python', 'def', 'return', '#', '):', '\n    ', '=']",0,21,0
['about'],1,15,74
['strength'],1,0,36
['challenge'],1,1,39
['myself'],1,1,39
"['target', 'practice', 'bit']",1,0,10
['something'],1,8,56
['hunting'],1,0,33
"['But', '...', '\n\n']",1,1,119
"['mind', 'sharp', 'mine']",1,0,16
"['his', 'he']",1,5,21
"['puzzle', 'solves']",1,0,13
"['be', 'would', 'like']",1,12,58
['when'],1,15,68
"['That', ""'s""]",1,0,66
['You'],1,8,53
['is'],1,123,198
['prefer'],1,0,30
['tell'],1,0,30
['hunt'],1,0,30
['bicep'],1,0,29
"[""'ll"", 'excuse', 'if', 'Now', 'you', 'me']",1,0,80
['even'],1,18,69
"['let', 'Now']",1,9,42
['Not'],1,6,46
['here'],1,8,50
"['\n        ', '\n\n    ', '\n            ', 'if']",0,14,0
"['""']",1,84,154
['want'],1,8,49
"['If', 'where', 'This', 'are']",0,17,2
['charm'],1,0,27
['mirror'],1,0,27
['am'],1,7,46
"['Sounds', 'like']",1,0,60
['those'],1,4,38
"['ask', 'you']",1,0,31
"['What', '?']",1,3,45
"['since', 'asked']",1,0,10
"['knows', 'and']",1,0,30
"['problem', 'case', 'example', 'given']",0,8,0
"['empty', 'cases']",0,7,0
