pattern,group,count_0,count_1
"['...', '?']",1,0,293
"['Okay', 'okay']",1,0,278
"['!', 'Like']",1,0,264
"['hold', 'phone']",1,0,118
"['(', ')']",1,161,227
"['like', 'And']",1,1,226
"['I', ""'m""]",1,21,239
"['I', 'me']",1,14,233
"['Michael', 'Scott']",1,0,88
"['!', 'But']",1,2,212
"['It', 'good']",1,12,230
"['It', 'So']",1,2,214
"['1', '2']",0,91,33
['That'],1,1,193
"['\n', ':']",0,142,11
"['got', 'ta']",1,0,76
"['know', 'You']",1,1,160
"['Regional', 'Manager']",1,0,43
['you'],1,52,253
"['Dunder', 'Mifflin']",1,0,36
"[':*', ' ']",0,86,0
['this'],1,66,258
"['conspiratorially', 'leans']",1,0,54
"['\n  ', '\n\n  ']",0,35,0
['A'],1,66,250
['just'],1,18,190
['important'],1,4,157
['it'],1,110,275
"[""'s""]",1,160,298
['very'],1,26,191
['Hmm'],1,0,126
"[""'re""]",1,4,138
"['\n\n', '*']",1,226,299
['right'],1,7,144
['think'],1,4,132
['See'],1,1,121
['really'],1,8,142
['Phyllis'],1,0,114
['Dwight'],1,0,113
['people'],1,10,142
"['4', '3']",0,43,20
"['Leans', 'forward']",1,0,39
['Pam'],1,0,105
['a'],1,196,300
['maybe'],1,0,103
['little'],1,2,111
"['gon', 'na']",1,0,18
['do'],1,26,161
"[""n't""]",1,68,211
['let'],1,16,137
"['My', 'God', 'Oh']",1,0,30
"['Taps', 'chin']",1,0,26
['when'],1,30,158
['my'],1,21,142
['at'],1,33,160
['is'],1,192,294
['Very'],1,1,91
"['manager', 'regional']",1,0,31
['about'],1,28,151
"['python', 'def', 'return', '`', '=', 'Args', 'Returns', '\n    ', '):']",0,44,0
['that'],1,88,223
['Because'],1,1,89
"['proudly', 'Beams']",1,0,21
['big'],1,0,84
"['.', ',']",1,233,300
"['{', '}']",0,16,0
"['result', 'print(result']",0,20,1
['Definitely'],1,1,85
"['tie', 'Adjusts', 'forward', 'leans']",1,0,53
['get'],1,9,107
['see'],1,10,109
['Now'],1,6,98
"['[', ']', 'list']",0,25,2
