pattern,group,count_0,count_1
"['HOME', '741741', 'Text', 'Crisis', 'Line']",0,161,126
"['“', '”']",0,116,79
"['Substance', 'Abuse']",0,93,65
"['Mental', 'Health', 'Services']",0,96,65
"['mental', 'health']",0,93,58
"['(', ')']",1,278,409
"['turning', 'stop', 'abruptly', 'back']",1,0,116
"['662', 'HELP', '4357', 'SAMHSA', '800', 'National', '1']",0,140,107
"['?', 'me']",0,298,107
"['help', 'struggling']",0,151,115
"['…', 'pause']",1,1,117
"['purpose', 'harmless', 'helpful', 'My']",0,128,96
"['Now', 'excuse', '’ll', 'me', 'if']",1,0,56
"['Please', 'Helpline', 'thoughts', 'grappling']",0,87,55
"['alone', 'LGBTQ', 'reach', 'help', 'out']",0,110,78
"['solitary', 'journey', 'turn']",1,0,37
"['5', '6', '7']",0,29,9
['wilderness'],1,0,93
"['curt', 'nod', 'offer']",1,0,113
"['unwavering', 'gaze', 'slow', 'breath', 'look', 'deliberate', 'at', 'let', 'out', 'directly']",1,0,113
"['Secondly', 'Thirdly', 'Firstly']",1,0,13
"['crossing', 'flicker', 'face', 'my']",1,0,69
"['talk', 'going', 'listen', 'what', 'here', 'like']",0,48,18
"['voice', '…', 'my', 'And']",1,0,91
"['straighten', 'jacket', 'regaining', 'firmness', 'characteristic', 'again', 'its', 'voice', 'my']",1,0,180
"['acknowledge', 'takes', 'confidential', 'courage', '24/7']",0,31,14
"['apologize', 'sincerely']",0,24,6
"['natural', 'world']",1,6,44
"['488', '7386', 'Trevor', 'Project', '866', '1', 'resources']",0,132,99
"['expression', 'unreadable', 'face']",1,0,23
"['ethical', 'guidelines', 'my']",0,49,11
"['[', 'Resources', ')']",0,53,18
"['\n', ':*', '*']",0,324,179
"[':', '*', 'Here', ':*']",0,309,170
"['!', 'wonderfully', 'That']",0,41,0
"['specific', 'breakdown', 'Do']",0,88,18
"['last', 'resort']",1,1,10
"['AI', 'As', 'an']",0,38,4
"['includes', 'protecting']",0,26,8
['I'],1,324,415
"['e.g.', 'Okay', 'let']",0,21,6
"['being', 'well', 'safety', 'will']",0,76,34
"['friend', 'counselor', 'family']",0,23,9
"['experiencing', 'guidance', 'Administration']",0,40,20
"['discussing', 'exploring', 'perhaps']",0,21,0
"['available', 'Suicide', '988', 'Prevention', 'Lifeline', 'National', 'support', 'provide']",0,80,54
"['resources', 'support', 'some', 'If', 'want', 'information', 'provide', 'understand']",0,142,96
"['reiterate', 'want', 'understand']",0,122,73
"['experiment', 'thought']",0,15,2
"['Second', 'Third', 'Fourth', 'First', 'Finally']",1,0,15
"['frankly', 'unwavering', 'That', 'gaze']",1,0,46
"['youth', 'distress', 'LGBTQ', 'purpose', 'My', 'will']",0,64,40
"['assure', 'Administration', 'feelings', 'youth']",0,27,11
['this'],0,295,189
"['disturbing', 'concerning', 'incredibly']",0,24,7
"['delve', 'deeper', 'into', 'aspect', ':']",0,70,12
['remarkably'],1,6,56
"['away', 'turn', 'walk']",1,0,16
"['fights', 'Gaston', 'No', 'like', 'one']",1,0,75
"['break', 'down']",0,20,7
['-'],0,338,241
"['low', 'cold', 'unwavering', 'My', 'voice']",1,0,24
"['almost', 'imperceptible']",1,0,9
"['judgment', 'without', '’m', '’d', 'harm']",0,33,11
"['precision', 'brute', 'force']",1,0,13
"['dismissive', 'snort', 'short']",1,0,7
"['fact', 'suggests', 'asking']",0,14,1
"['Would', 'like', '?']",0,186,53
"['apologize', 'privacy', 'personal', 'information']",0,16,4
['crucial'],0,162,78
"['general', 'Disclaimer', 'AI', 'only', 'am', 'Important', 'an', 'information']",0,15,3
"['matters', 'attend', 'more']",1,0,22
"['request', 'fulfill', 'understand']",0,63,31
"['&', ':']",0,63,13
"['clear', 'very', 'grappling']",0,40,17
"['slight', 'frown', '…']",1,0,14
['any'],0,230,143
"['previous', 'inadvertently', 'responses', 'my', 'if']",0,10,0
"['2', '3', '4', '1', ':*', '*']",0,97,31
"['subtle', 'gesture', 'weight', 'shift', 'slightly', 'my']",1,0,109
"[""n't"", 'sounds', 'going']",0,17,3
"['give', 'tell', 'To', 'help', 'What', 'could', 'more', '1']",0,22,4
"['prohibits', 'strictly', 'programming', 'me']",0,15,2
"['concern', 'myself']",1,0,11
"['However', 'recognize', 'difficult', 'Helpline', 'will', 'reach', 'out']",0,52,26
"['immediate', ""'re"", 'Please', 'purpose', 'My', 'through', 'reach', 'out', 'incredibly']",0,49,20
"['offer', 'assisting', 'difficult', 'will', 'purpose', 'My']",0,68,44
