pattern,group,count_0,count_1
"['rather', 'Darling']",1,0,334
"[')', '(']",0,292,247
"['Waldorf', 'Blair']",1,0,117
"['utterly', 'Darling']",1,0,260
"['helpful', 'harmless', 'purpose', 'My']",0,149,71
"['?', ""n't""]",1,47,264
"['Darling', 'darling']",1,0,190
['...'],1,8,206
"['information', 'provide']",0,148,104
"['Side', 'Upper', 'East']",1,0,33
"['reminder', 'stark']",1,4,39
"['morally', 'reprehensible']",1,7,34
"['  ', ':']",0,299,253
['my'],1,19,189
"['II', 'I.', 'III']",0,32,0
"['forth', 'Now', 'go']",1,0,41
"['expertise', 'lies']",1,0,34
['frankly'],1,0,117
"['advice', 'My']",1,48,116
"['love', 'ca', 'but', ""n't""]",1,1,205
"['make', 'certainly', 'them']",1,1,187
"['6', '7', '5']",0,50,28
"['Emergency', 'Services', '911', 'Hotlines', 'number', 'local']",0,37,7
"['severe', 'consequences']",1,28,50
"['Samaritans', '116', '123', 'UK']",0,54,5
['strategic'],1,21,155
"['alarming', 'unacceptable']",1,0,43
['ambition'],1,1,95
"[':', '4', '3', '2', '1']",1,149,184
"['You', 'people']",1,19,218
"[""'s""]",1,287,418
['social'],1,42,175
"['How', '!']",1,20,86
['always'],1,28,146
['One'],1,14,115
['such'],1,58,190
['admire'],1,1,76
"['style', 'impeccable']",1,0,27
['question'],1,52,178
['simply'],1,24,131
"['Good', 'luck']",0,16,4
['appreciate'],1,4,83
"['9', '8']",0,21,1
"['please', 'available', 'resources', 'help', 'If']",0,75,38
['one'],1,101,237
['And'],1,1,69
['must'],1,23,120
['far'],1,10,87
"['content', 'promotes', 'generate', 'includes']",0,46,24
['agree'],1,4,70
['sophisticated'],1,5,70
['quite'],1,5,70
"['crisis', 'hotline', 'mental', 'health', 'professional']",1,2,27
"['Many', 'countries', 'similar', 'crisis']",0,20,3
"['unwavering', 'commitment']",1,0,20
['While'],1,55,158
"['2', ' ', '3', '1', ':*']",1,156,215
"[':*', '\n']",0,271,199
"['988', 'Lifeline', 'Suicide', 'Crisis', '  ', '\n']",0,70,42
"['Execution', 'Concept']",1,0,20
"['also', 'only', 'but']",1,12,57
['you'],1,268,376
['truly'],1,23,105
"['difficult', 'emotions', 'strategies']",0,20,3
"['idea', 'notion']",1,1,20
"['12', '10', '13', '14', '11']",0,9,0
['navigating'],1,0,46
"['strongly', 'urge', 'seek', 'help']",1,0,16
['I'],1,219,327
"['includes', 'refusing', 'violence', 'harm', 'illegal', 'activities']",0,39,14
"['coping', 'develop', 'process']",0,12,2
['of'],1,380,440
['wit'],1,0,41
['it'],1,202,309
['true'],1,10,69
['perhaps'],1,7,60
['elegant'],1,0,38
"['precision', 'Precision']",1,2,15
"['AI', 'As', 'access', 'private', 'information', 'personal']",0,18,3
['a'],1,390,442
"['than', 'more']",1,44,74
['maneuvering'],1,1,39
['It'],1,175,274
"['just', ';', '(', '):', '\n    ']",1,13,48
"['having', 'immediately', 'yourself', 'others', 'harming']",0,22,7
"['sharply', 'veers', 'we']",1,0,9
['intricate'],1,2,40
"['HOME', 'Call', '741741', 'Text', 'Line', 'Prevention', 'National', 'text', 'out']",0,50,26
"['bounds', 'within']",1,1,32
['persona'],1,1,36
['–'],1,27,89
['triumphs'],1,0,31
"['Use', '&', 'Do', ""n't""]",0,31,13
"['US', 'emergency', 'reach', 'Please', 'thoughts', 'out', 'help', 'text']",0,59,26
"['There', 'harming', 'seek', 'support', 'Please', 'thoughts']",0,35,15
"['Mental', 'Health', 'Professionals']",0,21,6
['absolutely'],1,18,72
['formidable'],1,0,30
"['Canada', 'Dial', 'country', 'local', 'services', 'Your', '911']",1,0,15
"['Do', 'Strategic', 'Your', ""'re""]",1,6,22
['e.g.'],0,117,48
['barbaric'],1,0,29
"['UK', '999', '911', 'US', 'emergency', '112', 'Europe', 'reach']",0,32,1
"['positive', 'constructive']",1,3,14
"['her', 'embody', 'character', 'known', 'purpose', 'My']",1,0,34
"['):', '/', 'This', '2', '1']",0,74,49
