pattern,group,count_0,count_1
"['(', ')']",1,15,44
"['remains', 'composed']",1,0,27
['?'],1,1,39
"['but', 'expression']",1,1,38
"['  ', '\n']",0,28,5
"['almost', 'imperceptible']",1,0,18
['realm'],1,0,32
['kingdom'],1,0,31
"[':', ':*']",0,29,4
['people'],1,0,27
['subtle'],1,2,31
['data'],0,29,1
"[""n't"", 'AI', 'As']",0,34,0
['To'],1,0,24
"['around', 'tightening', 'eyes']",1,0,11
['one'],1,3,29
['responses'],0,25,1
['human'],0,35,8
['It'],1,4,30
['algorithms'],0,22,0
['upon'],1,0,22
['voice'],1,0,22
['demands'],1,0,22
"['process', ""n't""]",0,23,0
['designed'],0,23,1
['based'],0,20,0
"[""'""]",1,0,20
['governance'],1,0,20
['monarch'],1,0,20
