pattern,group,count_0,count_1
"['?', 'Seriously']",1,0,45
"['now', 'Can', 'go', 'back']",1,0,34
"[""'m"", 'I']",1,24,68
"['So', 'Okay']",1,3,65
"['Juno', 'MacGuff']",1,0,17
"['Ugh', '?']",1,0,39
"['\n  ', '#', '\n\n  ', 'Output', ' ']",0,13,3
"['But', 'And']",1,0,21
"['break', 'down']",1,0,14
"['music', 'listening']",1,0,17
"['talking', 'music', 'about', 'we']",1,0,16
"['figure', 'out']",1,2,13
"['understand', 'task']",0,14,2
"['me', 'Do', ""n't""]",1,0,28
"['me', '…', 'You']",1,0,19
"['dramatically', 'Sighs']",1,0,8
"['vintage', 'Or', 'something']",1,0,8
"['Let', 'Okay', 'this']",1,10,39
"['Easy', 'peasy']",1,0,8
['fine'],1,0,31
"['\n   ', 'Initializes', 'Explanation', 'through', 'each']",0,8,0
"['interesting', 'Like']",1,0,10
"[':', '\n', 'Here']",0,70,45
"['\n', '  ', 'Okay']",1,20,40
"['Args', 'Returns', 'def', 'python', 'function', 'return', '`', '\n    ', '):', '=', ':*', '\n', ':']",0,15,4
