pattern,group,count_0,count_1
"[')', '(']",0,124,56
"['so', 'Alright']",1,0,151
"['gon', 'na']",1,2,56
"['you', '?']",1,35,218
"['I', ""'m""]",1,6,127
"['1', '2', '3']",0,64,19
"[""'re""]",1,18,177
"['Juno', 'MacGuff']",1,0,38
"['I', 'my']",1,19,131
['pretty'],1,3,132
['Like'],1,2,126
['got'],1,1,122
"['thing', 'whole']",1,0,77
['know'],1,17,149
['huh'],1,0,102
"['pregnant', 'teenager']",1,0,27
['like'],1,102,235
"['4', '5', '6', '7']",0,25,9
"['just', 'trying']",1,9,101
['me'],1,20,133
['really'],1,4,96
['That'],1,14,118
['And'],1,24,136
"['dread', 'existential']",1,3,19
['stuff'],1,1,81
"['out', 'figure']",1,3,65
"['get', 'actually']",1,0,53
['about'],1,52,172
['right'],1,19,122
['little'],1,8,98
['something'],1,23,123
['probably'],1,0,67
['kind'],1,9,92
"['\n    ', '\n        ']",0,20,7
['things'],1,8,89
"[""'d""]",1,4,78
['But'],1,26,119
['up'],1,39,135
['some'],1,38,133
['maybe'],1,2,62
['You'],1,25,111
"['$', '=', '}']",0,20,6
['It'],1,93,194
['lot'],1,4,65
['do'],1,31,116
['asking'],1,4,63
['Sounds'],1,1,53
"['Since', 'Therefore', 'Let']",0,19,2
['totally'],1,0,48
"[""'ve""]",1,16,86
['big'],1,5,62
['fancy'],1,0,45
['want'],1,21,93
['weird'],1,0,44
"[""n't""]",1,70,160
['super'],1,1,47
['brain'],1,5,59
['While'],0,46,1
['if'],1,83,172
"['Okay', 'so']",1,2,42
['within'],0,77,15
['as'],0,159,74
['ta'],1,0,39
['talking'],1,3,49
"[""'s""]",1,184,257
"['So', 'yeah']",1,0,43
['all'],1,84,167
['often'],0,74,15
['This'],0,152,71
['what'],1,54,131
['basically'],1,0,36
['baby'],1,1,40
['honestly'],1,1,39
['good'],1,28,92
['bunch'],1,0,34
"['0', 'x', '=']",0,15,4
"['witty', 'banter']",1,0,9
['hey'],1,0,32
['bit'],1,6,49
['dad'],1,0,31
['by'],0,139,67
['make'],1,22,78
['think'],1,6,48
"['guess', 'I']",1,1,58
['Maybe'],1,1,34
"['Tic', 'Tacs']",1,0,7
"['  ', ':*', '\n    ']",0,32,10
['Or'],1,8,51
"['figuring', 'out']",1,0,29
['doing'],1,2,36
['exactly'],1,7,48
['The'],0,187,115
['your'],1,56,122
['how'],1,43,105
