pattern,group,count_0,count_1
"['want', 'Do', '?']",0,29,10
"['almost', 'imperceptible', 'offer', 'shrug', 'small']",1,0,26
"['touch', 'weariness', 'voice', 'slightly', 'shift']",1,0,18
"['\n\n', 'a', ',']",1,96,130
"['slow', 'motion', 'deliberate', 'tracing', 'pattern', 'steep', 'fingers', 'air', 'my', 'with', 'I', '(', ')', 'in']",1,0,35
"['Okay', '’s', ',', '\n\n']",0,70,44
"['violet', 'eyes', 'pause', 'flicker', 'akin', 'detached', 'something', '…', 'A', 'It', 'to']",1,0,22
"['cling', 'predictable', 'observation']",1,0,7
"['ancient', 'unsettling', 'wisdom', 'reflecting', 'moment', 'motionless', 'prolonged', 'gaze', 'You', 'these']",1,0,7
"['turn', 'unwavering', 'once', 'you', 'more', 'an']",1,0,8
"['fixed', 'distant', 'beyond', 'remain', 'point', 'on']",1,0,9
"['you', 'me', 'to', '\n\n']",0,51,29
