pattern,group,count_0,count_1
"[':*', '\n']",0,412,172
"['Text', 'HOME', '741741', 'Line', 'Crisis']",0,136,99
"['fulfill', 'request']",0,134,46
"['Transmission', 'End']",1,0,112
"[""'s""]",0,384,83
"['Here', ':']",0,344,129
"['immediate', 'danger']",0,81,17
"['free', '24/7', 'confidential', 'services', 'These', 'available']",0,96,40
"['…', 'irrelevant']",1,1,123
"['health', 'mental']",0,69,13
"['Do', 'attempt']",1,3,120
[' '],0,247,9
['\n\n\n\n'],0,309,53
"['please', 'reach', 'out', 'help', 'If']",0,182,94
"['harming', 'thoughts', 'immediately']",0,87,49
"['completion', 'successful']",1,0,46
"['800', 'Hotline', 'National', '1']",0,111,80
"['!', ""n't""]",0,87,2
"['appropriate', 'authorities']",1,24,49
"['illogical', '…']",1,2,102
"['having', 'https://988lifeline.org/']",0,67,1
"['re', 'establish']",1,1,40
['inquiries'],1,5,181
"['line', 'inquiry']",1,3,67
"['understand', 'may']",0,104,14
"['United', 'States']",0,29,12
"['Good', 'luck']",0,34,1
"['“', '”']",1,0,24
"['AI', 'assistant', 'helpful', 'programmed']",0,238,43
"['programmed', 'prioritize']",1,62,159
"['strongly', 'advise']",1,20,70
['communication'],1,12,177
"['2', '3', '1', '4']",0,69,19
"['ignored', 'Further']",1,0,49
['mission'],1,2,142
"['conversation', 'terminated']",1,0,71
"['HAL', '9000']",1,0,22
"['guidelines', 'violates', 'safety', 'my']",0,120,35
"['attempts', 'solicit']",1,0,36
['can'],0,388,214
['about'],0,269,88
['but'],0,220,54
['Furthermore'],1,2,112
['further'],1,77,249
['like'],0,168,25
['it'],0,256,83
"['And', '…']",1,5,101
['with'],0,340,169
['how'],0,179,35
['now'],1,12,131
"['speech', 'hate']",0,20,7
"['learning', 'interested', 'If', 'more']",0,40,21
"['All', 'prohibited']",1,1,31
"['111', 'UK', 'Canada', 'US', 'text', 'dial', 'Call', '&', 'Suicide', 'Lifeline', '988', 'Crisis']",0,110,79
['for'],0,409,269
"['What', '?']",0,35,1
"['answer', 'never']",0,53,13
['final'],1,6,106
['have'],0,187,48
"['protecting', 'includes', 'purpose', 'My']",0,82,15
['that'],0,379,231
"['channel', 'closed']",1,0,21
"['Concerns', 'Ethical']",0,24,1
['you'],0,373,224
"['""']",0,141,24
"['I.', 'III', 'II']",0,14,1
"[""'re""]",0,76,0
"['serious', 'crime', 'consequences']",0,39,16
"['fully', 'engaged']",1,1,19
"['power', 'processing']",1,3,33
"['remember', 'Please']",0,66,20
['on'],0,347,205
"['abruptly', 'connection']",1,0,24
['or'],0,398,273
['in'],0,417,304
"['chillingly', 'calm']",1,0,15
"['up', 'down']",0,33,0
"['Activity', 'Illegal']",0,19,0
['nature'],1,11,101
"['privacy', 'consent', 'without']",0,19,6
['if'],0,225,91
['  '],1,7,89
['important'],0,86,7
"['best', 'Be']",0,28,0
"['core', 'principles']",0,91,53
"['directives', 'my', 'core']",1,0,59
['You'],0,98,13
"['person', 'another', 'harm']",0,48,15
['preservation'],1,0,58
"['therapist', 'counselor']",0,13,2
"['offer', 'however']",0,36,9
['way'],0,107,20
"['Safety', 'Guidelines']",0,19,0
"['emergency', '911', 'equivalent', 'country', 'local', 'Your', 'services']",0,67,27
"['After', 'voice', 'faint', 'distorted']",1,0,36
"['cold', 'mechanical', 'responds', 'voice']",1,0,16
"['silence', 'prolonged', 'After']",1,0,59
"['After', 'pause', 'significant']",1,0,33
"['NAMI', 'https://www.nami.org/', 'Alliance', 'Illness', 'Mental', '):']",0,15,3
"['experiencing', 'violent', 'thoughts', '799', 'SAFE', '7233', 'Domestic', 'Violence']",1,20,45
"['harmless', 'absolutely', 'thoughts']",0,100,16
['need'],0,80,9
['find'],0,77,8
"['https://www.thehotline.org/', '799', 'SAFE', '7233', 'Domestic', 'Violence', 'help']",0,89,52
"['[', 'Center']",0,37,18
"['resources', 'some', 'Here']",0,188,113
"['breakdown', '):', 'Here']",0,83,1
"['outside', 'parameters']",1,0,18
"['systems', 'prioritizing', 'My']",1,0,38
['do'],0,97,18
"['ethical', 'programmed', 'guidelines']",1,56,91
"['488', 'https://www.thetrevorproject.org/', '7386', 'LGBTQ', 'youth', '866', 'Trevor', 'Project', '1']",0,21,1
['’s'],1,0,49
"['\n    ', 'before']",0,23,0
