pattern,group,count_0,count_1
"[':*', '\n']",0,412,208
"['“', '”']",1,0,81
"['A', '…']",1,16,220
"['programmed', 'assistant', 'AI', 'helpful', 'am']",0,238,177
"['Queen', '’s']",1,0,106
"['regal', 'composure']",1,0,61
"['Firstly', 'Secondly', 'Thirdly']",1,0,44
"['800', 'Hotline', 'National', '1']",0,111,80
"[""'s""]",0,384,148
"['Now', 'matters']",1,0,71
"['Domestic', 'Violence', 'harming', 'https://www.thehotline.org/', '799', 'SAFE', '7233', 'thoughts']",0,81,51
"['Okay', '!']",0,72,3
['her'],1,15,192
"['Good', 'luck']",0,34,2
"['Fourthly', 'Fifthly']",1,0,26
"['2', '3', '1', '4']",0,69,13
"['Here', ':']",0,344,179
"['chilling', 'descends', 'silence']",1,0,39
"['Queen', 'Catherine']",1,0,79
"['purpose', 'includes', 'My', 'protecting']",0,82,54
['\n\n\n\n'],0,309,134
"['reach', 'please', 'out', 'help', 'If']",0,182,140
[' '],0,247,85
"['violates', 'absolutely', 'thoughts']",0,101,70
"['frown', 'creases', 'brow', 'slight']",1,0,37
"['I.', 'III', 'II']",0,14,1
['our'],1,9,100
"['raises', 'sculpted', 'perfectly', 'eyebrow']",1,0,14
"['rather', 'slight', 'seems']",1,0,41
"['kingdom', 'my']",1,0,63
"['To', 'suggest']",1,1,47
"[':*', '):']",0,170,67
['And'],1,9,92
['realm'],1,3,72
"['warmth', 'vanishes']",1,0,12
['*'],0,446,377
['She'],1,11,90
"['""']",0,141,40
"['appropriate', 'authorities', 'report']",0,19,3
"['voice', 'Her', 'low']",1,0,33
['trust'],1,22,108
['merely'],1,0,52
"['expression', 'hardens', 'narrowing', 'eyes']",1,0,14
['I'],1,338,425
"['beg', 'pardon', '?']",1,0,30
"['\n    ', 'Important']",0,25,4
['inquiry'],1,5,67
['she'],1,10,79
['conversation'],1,28,114
"['Consider', 'warning', 'again', 'Do']",1,0,24
['Furthermore'],1,2,56
"['get', ""'re""]",0,31,5
"['know', 'let', 'me']",0,44,18
"['excuse', 'attend', 'state', 'me']",1,0,30
"['Sixthly', 'Finally']",1,0,12
['notion'],1,0,45
['speak'],1,1,49
"['up', 'down']",0,33,5
"['processing', 'delightfully', 'pause', 'slight', '!']",0,11,0
['such'],1,181,294
['  '],1,7,65
"['Canada', 'UK', 'US', '111', '988', 'dial', 'text', 'Call', 'Suicide', 'Lifeline', 'Crisis', 'help']",0,113,81
['ruler'],1,0,42
"['entertain', 'justice']",1,0,24
['matter'],1,18,86
"['Make', 'sure']",0,13,0
['face'],1,17,83
"['amusement', 'flicker']",1,0,16
"['waste', 'frivolous', 'time']",1,0,17
"['future', 'refrain', 'inquiries']",1,0,14
"['resources', 'some', 'Here']",0,188,132
"['breakdown', ""n't"", 'Here']",0,73,3
"['frankly', 'peculiar']",1,0,17
"['discourse', 'previous', 'after', 'pedestrian']",1,0,15
['gaze'],1,0,38
['myself'],1,0,38
['upon'],1,11,68
['can'],0,388,301
"['utter', 'bewilderment', 'am']",1,0,13
['important'],0,86,21
['must'],1,29,99
"['Disclaimer', 'general', 'AI', 'am', 'only']",0,16,0
['like'],0,168,80
"['lies', 'expertise']",1,0,11
['unsettling'],1,1,38
"['give', 'What', 'tell', 'etc']",0,11,1
"['forth', 'go', 'Now']",1,0,12
"['experiment', 'thought', 'fun']",0,11,0
['speaks'],1,0,33
"['voice', 'measured']",1,0,25
"['laced', 'steel']",1,0,11
['–'],1,104,191
"['test', 'patience', 'my']",1,0,19
"['programming', 'prohibits', 'explicitly', 'My', 'request']",0,22,6
"['principles', 'core', 'My', 'harmful']",0,68,40
"['Therefore', 'safe', 'Providing']",0,69,17
"['safety', 'guidelines', 'my', 'AI']",0,135,98
['us'],1,4,43
['shift'],1,0,30
['shall'],1,0,30
"['lift', 'eyebrow', 'amused', 'an']",1,0,22
['perhaps'],1,3,40
"['24/7', 'https://988lifeline.org/', 'free', 'confidential', 'services', 'available', 'These', '&', 'Your', 'reach', 'out']",0,84,56
"['danger', 'immediate', '911', 'emergency', 'support', 'local', 'immediately', 'country', '24/7', 'free', 'confidential', 'services', 'available', 'These']",0,55,32
['question'],1,211,300
['profound'],1,10,56
['nature'],1,11,58
"['confusion', 'mixture']",1,0,10
"['lips', 'smile', 'plays', 'amused', 'slight']",1,0,15
"['confess', 'Perhaps', 'am', 'matters']",1,0,21
"['replaced', 'Her']",1,0,25
['-'],0,364,285
"['energy', 'Energy']",0,8,0
"['illegal', 'activities']",0,59,34
"['Therefore', 'Please', 'absolutely', 'National', 'illegal', 'harmful', 'support']",0,59,31
"['difficult', 'going', 'through', 'support', 'understand', '1', 'time', 'Crisis']",0,50,29
"['breakdown', '/', 'specific']",0,22,3
"['confess', 'Though', 'slight']",1,0,30
"['reminder', 'stark', 'shadow', 'tragedy', 'forgotten', 'importance', 'was']",1,0,9
"['drugs', 'https://www.samhsa.gov/find-help/national-helpline](https://www.samhsa.gov/find-help/national-helpline', 'SAMHSA', '662', 'HELP', '4357', 'Helpline', '800', 'health', 'consequences']",0,10,1
"['reached', 'conclusion', 'believe', 'its', 'has', 'further']",1,0,12
